Date,Unit,Gen,HR,Target HR,Profit,Vacuum,MS Temp,FG Temp,Spray,SOx,NOx,Ash Util,Ash Cement,Ash Bricks,Coal Ash %,Biomass,Solar
2024-04-21,3,8.47,2311.41,2309.71,-14437.92,-0.89,531.91,139.36,17.59,629.46,408.62,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-04-21,2,7.63,2315.55,2305.65,-75552.72,-0.92,539.19,137.67,14.8,610.66,350.34,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-04-21,1,7.77,2327.57,2324.78,-21711.95,-0.92,538.75,136.05,21.04,518.21,372.44,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-04-22,1,7.91,2283.99,2310.0,205764.46,-0.88,533.72,137.58,17.43,619.73,422.96,1596.15,957.69,478.84,35.0,0.0,0.01
2024-04-22,2,7.93,2336.08,2310.0,-206917.09,-0.93,534.06,132.91,18.4,520.91,433.82,1302.26,781.36,390.68,35.0,0.0,0.02
2024-04-22,3,8.24,2310.71,2310.0,-5832.87,-0.93,539.07,135.58,15.87,574.09,454.46,1399.37,839.62,419.81,35.0,0.0,0.01
2024-04-23,2,8.45,2341.32,2310.0,-264533.55,-0.91,538.29,137.2,22.43,569.27,464.69,1334.55,800.73,400.36,35.0,0.0,0.01
2024-04-23,3,8.19,2281.62,2310.0,232449.58,-0.91,538.17,136.17,17.36,593.38,364.86,1483.45,890.07,445.04,35.0,0.0,0.01
2024-04-23,1,8.14,2329.75,2324.78,-40468.65,-0.93,537.88,139.88,22.96,625.84,461.76,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-04-24,1,7.85,2348.58,2310.0,-302726.08,-0.92,540.23,135.51,10.74,632.31,450.17,1350.7,810.42,405.21,35.0,0.0,0.02
2024-04-24,3,7.92,2334.82,2310.0,-196587.72,-0.91,538.44,129.61,18.85,636.83,389.88,1593.59,956.15,478.08,35.0,0.0,0.02
2024-04-24,2,8.16,2330.06,2310.0,-163647.72,-0.91,536.31,129.35,20.69,485.7,460.48,1417.37,850.42,425.21,35.0,0.0,0.01
2024-04-25,3,0.36,2282.43,2309.71,9819.51,-0.9,532.99,135.47,17.77,559.79,443.4,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-04-25,2,8.4,2310.03,2305.65,-36866.9,-0.89,540.88,130.17,16.83,566.28,372.06,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-04-25,1,8.35,2325.95,2324.78,-9819.09,-0.94,532.96,139.26,18.8,454.88,385.34,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-04-26,2,8.46,2329.74,2310.0,-166979.34,-0.92,534.54,129.73,22.11,573.94,383.25,1683.21,1009.93,504.96,35.0,0.0,0.02
2024-04-26,3,8.06,2292.19,2310.0,143572.9,-0.91,531.91,137.61,17.08,588.87,383.84,1605.98,963.59,481.8,35.0,0.0,0.01
2024-04-26,1,8.18,2329.98,2310.0,-163463.66,-0.9,540.67,138.48,13.99,617.12,373.69,1690.42,1014.25,507.12,35.0,0.0,0.02
2024-04-27,3,8.3,2313.21,2310.0,-26602.07,-0.89,537.99,138.38,23.17,555.45,406.75,1362.24,817.34,408.67,35.0,0.0,0.01
2024-04-27,1,7.96,2302.6,2310.0,58871.89,-0.91,530.23,134.38,22.0,479.21,474.98,1303.71,782.22,391.11,35.0,0.0,0.01
2024-04-27,2,8.54,2311.37,2305.65,-48907.03,-0.93,530.78,129.92,20.98,450.14,367.98,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-04-28,2,8.34,2310.27,2305.65,-38538.46,-0.92,530.75,137.09,18.83,496.72,376.58,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-04-28,1,8.1,2311.08,2310.0,-8760.87,-0.93,534.65,137.62,22.78,615.1,425.66,1678.48,1007.09,503.54,35.0,0.0,0.01
2024-04-28,3,8.05,2333.98,2310.0,-193084.16,-0.93,539.84,135.63,18.66,557.71,447.38,1412.3,847.38,423.69,35.0,0.0,0.01
2024-04-29,2,8.5,2314.03,2305.65,-71250.03,-0.92,536.39,132.72,19.42,474.61,367.99,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-04-29,3,0.0,0.0,2309.71,0.0,-0.9,534.93,129.2,22.45,647.27,447.26,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-04-29,1,7.94,2294.68,2310.0,121595.22,-0.92,540.98,128.15,17.11,596.13,467.86,1352.08,811.25,405.63,35.0,0.0,0.01
2024-04-30,1,7.91,2327.9,2310.0,-141539.4,-0.92,533.04,138.21,18.11,597.95,423.39,1561.15,936.69,468.35,35.0,0.0,0.02
2024-04-30,2,8.5,2313.81,2305.65,-69468.03,-0.89,540.8,135.94,13.87,473.06,451.78,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-04-30,3,0.0,0.0,2309.71,0.0,-0.91,530.26,135.23,23.01,471.4,447.01,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-05-01,2,8.02,2303.07,2310.0,55577.16,-0.88,538.63,130.59,22.52,568.0,452.5,1515.73,909.44,454.72,35.0,300.0,0.01
2024-05-01,3,8.4,2324.94,2310.0,-125564.15,-0.91,535.58,136.57,15.91,544.05,396.7,1569.48,941.69,470.84,35.0,300.0,0.02
2024-05-01,1,8.08,2339.28,2341.02,14054.15,-0.93,537.97,129.96,20.04,593.89,428.6,2486.17,1491.7,745.85,45.44,477.8,0.02
2024-05-02,2,8.22,2315.25,2318.25,24657.71,-0.89,530.63,139.7,19.4,494.62,432.92,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-05-02,3,7.86,2345.15,2310.0,-276239.83,-0.93,535.8,136.18,11.33,645.56,469.18,1500.74,900.44,450.22,35.0,0.0,0.01
2024-05-02,1,8.4,2319.83,2310.0,-82489.76,-0.89,538.05,132.87,17.41,590.69,389.05,1361.91,817.14,408.57,35.0,0.0,0.02
2024-05-03,2,7.85,2342.37,2310.0,-253998.52,-0.94,532.93,130.37,24.67,491.96,398.24,1404.58,842.75,421.37,35.0,0.0,0.02
2024-05-03,3,8.46,2313.1,2310.0,-26249.38,-0.91,535.6,132.19,20.77,575.3,421.59,1451.14,870.68,435.34,35.0,0.0,0.02
2024-05-03,1,8.07,2315.67,2310.0,-45731.83,-0.94,537.53,139.45,20.64,628.5,377.49,1594.8,956.88,478.44,35.0,0.0,0.02
2024-05-04,3,8.39,2308.73,2310.0,10668.22,-0.92,531.85,132.93,17.15,577.18,427.4,1389.22,833.53,416.77,35.0,0.0,0.01
2024-05-04,2,8.15,2319.91,2310.0,-80696.47,-0.93,533.61,139.16,10.51,504.43,416.23,1590.87,954.52,477.26,35.0,0.0,0.02
2024-05-04,1,8.46,2337.35,2341.02,31083.92,-0.93,533.08,133.04,18.49,553.19,384.5,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-05-05,1,8.43,2338.07,2341.02,24918.06,-0.92,536.78,134.89,16.77,631.19,389.88,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-05-05,2,8.29,2297.57,2310.0,102992.8,-0.91,540.49,129.59,12.16,535.7,366.3,1373.18,823.91,411.95,35.0,0.0,0.01
2024-05-05,3,8.29,2326.5,2310.0,-136873.79,-0.93,534.5,139.15,15.44,491.36,384.37,1427.15,856.29,428.15,35.0,0.0,0.01
2024-05-06,1,8.15,2313.27,2310.0,-26619.55,-0.93,538.78,133.41,11.79,586.28,351.68,1338.22,802.93,401.46,35.0,0.0,0.01
2024-05-06,2,8.22,2304.23,2310.0,47421.67,-0.9,532.96,131.27,17.31,481.22,475.95,1319.35,791.61,395.8,35.0,0.0,0.01
2024-05-06,3,8.07,2311.22,2310.0,-9843.26,-0.89,535.06,129.99,10.38,519.46,461.94,1329.08,797.45,398.72,35.0,0.0,0.02
2024-05-07,2,8.46,2313.61,2318.25,39255.05,-0.94,532.7,128.48,23.72,621.35,378.81,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-05-07,1,7.32,2352.01,2341.02,-80401.81,-0.93,531.81,131.68,13.69,540.33,449.9,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-05-07,3,7.9,2324.61,2320.49,-32563.71,-0.92,533.01,135.06,15.03,638.82,385.03,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-05-08,1,7.64,2346.88,2341.02,-44795.03,-0.93,540.21,132.77,24.28,517.19,381.55,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-05-08,2,8.34,2291.08,2310.0,157789.59,-0.94,538.42,128.88,10.49,537.37,410.93,1456.96,874.18,437.09,35.0,0.0,0.02
2024-05-08,3,8.43,2320.26,2320.49,1908.1,-0.89,536.28,134.53,19.47,469.01,375.66,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-05-09,3,8.44,2317.92,2320.49,21672.72,-0.89,538.67,131.26,15.64,491.24,369.1,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-05-09,2,8.13,2345.18,2310.0,-285915.15,-0.93,536.17,133.3,11.4,451.26,427.35,1522.31,913.39,456.69,35.0,0.0,0.01
2024-05-09,1,8.3,2282.3,2310.0,229980.09,-0.89,538.25,132.41,15.86,631.51,385.85,1687.59,1012.55,506.28,35.0,0.0,0.02
2024-05-10,2,8.27,2340.76,2310.0,-254503.03,-0.89,535.81,134.49,18.51,624.82,381.3,1694.25,1016.55,508.28,35.0,0.0,0.02
2024-05-10,1,8.39,2285.51,2310.0,205593.63,-0.9,532.77,129.4,23.74,518.24,373.79,1601.05,960.63,480.31,35.0,0.0,0.02
2024-05-10,3,8.16,2290.08,2310.0,162542.79,-0.88,530.89,132.63,21.87,620.12,384.9,1316.2,789.72,394.86,35.0,0.0,0.01
2024-05-11,1,8.25,2330.68,2310.0,-170545.25,-0.91,536.5,137.61,18.98,521.21,473.55,1666.36,999.82,499.91,35.0,0.0,0.02
2024-05-11,3,8.47,2318.28,2320.49,18716.61,-0.92,535.82,137.99,12.47,526.61,448.92,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-05-11,2,8.35,2306.15,2310.0,32144.51,-0.92,532.17,128.76,23.41,557.88,400.61,1355.04,813.03,406.51,35.0,0.0,0.02
2024-05-12,3,8.29,2312.55,2310.0,-21164.59,-0.92,533.91,139.43,10.59,465.08,474.3,1626.53,975.92,487.96,35.0,0.0,0.01
2024-05-12,1,8.33,2315.74,2310.0,-47856.52,-0.89,532.55,131.95,14.96,604.85,410.61,1499.79,899.88,449.94,35.0,0.0,0.02
2024-05-12,2,8.31,2283.08,2310.0,223745.34,-0.93,537.97,129.24,19.96,648.78,469.25,1566.62,939.97,469.99,35.0,0.0,0.01
2024-05-13,3,8.09,2314.21,2310.0,-34094.99,-0.9,536.88,136.7,16.06,626.26,380.68,1634.78,980.87,490.43,35.0,0.0,0.01
2024-05-13,1,8.28,2324.51,2310.0,-120186.81,-0.89,540.68,138.07,11.81,577.06,413.84,1627.72,976.63,488.31,35.0,0.0,0.02
2024-05-13,2,0.0,0.0,2318.25,0.0,-0.89,535.55,139.16,17.76,542.94,372.83,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-05-14,2,7.83,2343.19,2310.0,-260019.48,-0.89,536.48,132.43,20.57,649.16,428.22,1351.49,810.9,405.45,35.0,0.0,0.02
2024-05-14,3,8.25,2292.65,2310.0,143182.37,-0.89,532.86,134.07,23.18,485.7,444.25,1405.36,843.22,421.61,35.0,0.0,0.02
2024-05-14,1,8.46,2338.68,2341.02,19801.26,-0.91,537.81,133.4,24.77,572.91,453.2,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-05-15,1,8.39,2335.78,2310.0,-216317.82,-0.91,539.92,131.52,23.02,577.02,406.12,1631.13,978.68,489.34,35.0,300.0,0.01
2024-05-15,2,8.08,2335.67,2310.0,-207320.43,-0.94,541.16,138.9,23.57,646.92,460.67,1672.32,1003.39,501.69,35.0,300.0,0.01
2024-05-15,3,7.86,2314.7,2310.0,-36907.11,-0.9,541.33,128.6,10.61,636.56,457.23,1519.36,911.62,455.81,35.0,300.0,0.02
2024-05-16,1,8.26,2294.99,2310.0,124015.01,-0.92,539.12,134.16,13.24,499.51,399.17,1395.11,837.07,418.53,35.0,0.0,0.01
2024-05-16,3,8.47,2320.94,2320.49,-3781.7,-0.9,532.42,133.31,13.68,509.15,440.43,2486.17,1491.7,745.85,45.44,313.91,0.01
2024-05-16,2,8.46,2319.62,2318.25,-11550.04,-0.91,539.44,133.91,19.72,608.05,401.06,2486.17,1491.7,745.85,45.44,519.16,0.02
2024-05-17,3,7.96,2334.1,2310.0,-191830.06,-0.89,537.13,131.36,16.03,484.32,427.1,1374.27,824.56,412.28,35.0,0.0,0.01
2024-05-17,2,8.35,2326.59,2310.0,-138577.47,-0.91,535.93,130.94,25.0,638.86,380.51,1567.35,940.41,470.2,35.0,0.0,0.02
2024-05-17,1,8.17,2325.37,2310.0,-125558.93,-0.88,539.34,131.24,11.1,461.72,442.97,1396.66,838.0,419.0,35.0,0.0,0.02
2024-05-18,1,8.46,2337.82,2341.02,27080.49,-0.92,539.08,129.94,19.22,496.27,361.6,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-05-18,2,8.42,2321.47,2318.25,-27138.24,-0.91,536.23,134.86,23.39,477.27,377.45,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-05-18,3,8.17,2296.35,2310.0,111454.34,-0.92,531.13,137.57,19.55,570.84,427.74,1556.03,933.62,466.81,35.0,0.0,0.02
2024-05-19,3,7.97,2334.79,2310.0,-197532.21,-0.9,534.62,138.48,15.01,592.15,427.16,1588.91,953.35,476.67,35.0,0.0,0.01
2024-05-19,1,8.08,2328.06,2310.0,-146014.6,-0.91,533.76,136.14,13.67,631.93,375.97,1608.76,965.25,482.63,35.0,0.0,0.02
2024-05-19,2,8.46,2320.82,2318.25,-21687.99,-0.94,540.55,129.85,13.72,489.63,382.87,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-05-20,3,7.84,2295.47,2310.0,113902.81,-0.93,532.84,138.61,17.86,576.44,350.4,1525.29,915.18,457.59,35.0,0.0,0.01
2024-05-20,2,7.93,2296.96,2310.0,103435.33,-0.93,540.08,134.04,13.0,563.09,463.92,1542.27,925.36,462.68,35.0,0.0,0.02
2024-05-20,1,7.89,2344.32,2310.0,-270904.26,-0.9,535.76,139.28,10.71,544.94,456.5,1680.48,1008.29,504.14,35.0,0.0,0.02
2024-05-21,1,8.17,2282.14,2310.0,227755.5,-0.91,530.02,131.49,14.36,588.51,370.8,1636.6,981.96,490.98,35.0,0.0,0.02
2024-05-21,2,7.87,2331.42,2310.0,-168518.28,-0.93,531.79,128.82,16.05,551.04,409.91,1492.44,895.46,447.73,35.0,0.0,0.02
2024-05-21,3,8.33,2324.56,2310.0,-121246.18,-0.92,536.93,129.34,10.94,593.57,441.55,1434.92,860.95,430.47,35.0,0.0,0.01
2024-05-22,1,8.45,2341.92,2341.02,-7599.58,-0.91,535.57,132.7,16.17,451.69,403.92,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-05-22,3,8.47,2318.21,2320.49,19297.66,-0.93,536.46,130.32,10.29,456.4,452.03,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-05-22,2,8.16,2318.57,2310.0,-69950.95,-0.91,536.69,128.71,10.66,566.49,469.22,1473.36,884.02,442.01,35.0,0.0,0.02
2024-05-23,1,8.12,2301.48,2310.0,69124.45,-0.89,532.42,136.45,18.69,531.62,394.45,1471.17,882.7,441.35,35.0,0.0,0.02
2024-05-23,2,8.22,2312.83,2310.0,-23283.21,-0.88,534.93,133.12,22.61,475.97,454.11,1519.89,911.94,455.97,35.0,0.0,0.02
2024-05-23,3,8.07,2309.06,2310.0,7588.09,-0.9,540.79,134.03,12.88,512.03,360.97,1418.64,851.18,425.59,35.0,0.0,0.01
2024-05-24,1,8.01,2301.7,2310.0,66538.47,-0.92,532.25,139.82,14.9,484.21,476.66,1473.93,884.36,442.18,35.0,0.0,0.01
2024-05-24,2,7.9,2312.96,2310.0,-23426.9,-0.92,533.51,136.9,17.32,605.46,361.96,1507.19,904.31,452.16,35.0,0.0,0.01
2024-05-24,3,7.82,2305.4,2310.0,35952.99,-0.91,531.96,136.91,14.87,645.11,451.33,1649.7,989.82,494.91,35.0,0.0,0.02
2024-05-25,2,8.13,2344.25,2310.0,-278577.86,-0.93,536.87,134.45,12.34,499.02,415.04,1502.92,901.75,450.88,35.0,0.0,0.02
2024-05-25,3,8.43,2319.17,2320.49,11149.06,-0.93,536.28,136.07,12.39,460.81,419.37,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-05-25,1,8.45,2344.41,2341.02,-28596.89,-0.9,541.57,132.94,22.38,579.44,431.28,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-05-26,3,7.77,2325.78,2320.49,-41053.04,-0.93,536.93,137.89,10.67,627.56,382.74,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-05-26,2,8.34,2322.99,2318.25,-39526.36,-0.92,539.51,136.08,19.24,559.92,457.68,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-05-26,1,8.28,2344.84,2341.02,-31655.51,-0.89,533.45,137.91,21.85,541.45,364.7,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-05-27,1,7.88,2313.29,2310.0,-25935.44,-0.93,539.49,135.09,21.58,611.67,448.16,1547.49,928.49,464.25,35.0,0.0,0.01
2024-05-27,2,7.92,2281.76,2310.0,223762.82,-0.9,541.9,129.65,22.6,556.0,464.96,1378.3,826.98,413.49,35.0,0.0,0.02
2024-05-27,3,8.38,2339.06,2310.0,-243424.87,-0.92,536.51,133.84,24.25,516.18,444.34,1685.04,1011.02,505.51,35.0,0.0,0.01
2024-05-28,3,7.82,2303.29,2310.0,52485.68,-0.91,530.33,137.84,19.1,647.38,430.52,1600.87,960.52,480.26,35.0,0.0,0.01
2024-05-28,2,8.19,2341.44,2310.0,-257448.46,-0.88,534.86,129.75,11.31,530.81,443.5,1496.62,897.97,448.99,35.0,0.0,0.02
2024-05-28,1,8.3,2351.85,2341.02,-89939.8,-0.94,540.98,132.33,21.55,528.82,427.48,2486.17,1491.7,745.85,45.44,0.0,0.01
