Date,Unit,Profit,HR,SOx,NOx,Gen,Ash Util,Coal Ash %,Biomass,Solar,Vacuum,MS Temp,FG Temp,Spray
2024-09-02,1,,2303.825227,,,8.4737,,,,,,,,
2024-09-02,2,,0.0,,,0.0,,,,,,,,
2024-09-02,3,,2332.752035,,,7.592,,,,,,,,
2024-09-03,1,,2306.219173,,,8.296156,,,,,,,,
2024-09-03,2,,0.0,,,0.0,,,,,,,,
2024-09-03,3,,2339.251634,,,7.284,,,,,,,,
2024-09-04,1,,2310.839209,,,7.600906,,,,,,,,
2024-09-04,2,,2340.533772,,,3.9095,,,,,,,,
2024-09-04,3,,2329.023219,,,7.422,,,,,,,,
2024-09-05,1,,2317.108391,,,6.933171,,,,,,,,
2024-09-05,2,,2336.516513,,,6.732062,,,,,,,,
2024-09-05,3,,2338.106666,,,6.924,,,,,,,,
2024-09-06,1,,2320.757019,,,6.815744,,,,,,,,
2024-09-06,2,,2329.506049,,,7.470592,,,,,,,,
2024-09-06,3,,2335.846445,,,6.815744,,,,,,,,
2024-09-07,1,,2320.867737,,,6.799,,,,,,,,
2024-09-07,2,,2331.425285,,,7.4431,,,,,,,,
2024-09-07,3,,2328.992398,,,7.48,,,,,,,,
2024-09-08,1,,2334.991344,,,5.8322,,,,,,,,
2024-09-08,2,,2333.599709,,,7.3693,,,,,,,,
2024-09-08,3,,2336.120333,,,6.918,,,,,,,,
2024-09-09,1,,2321.247113,,,6.9404,,,,,,,,
2024-09-09,2,,2339.765577,,,6.7718,,,,,,,,
2024-09-09,3,,2330.912207,,,7.85,,,,,,,,
2024-09-10,1,,2320.183157,,,6.9461,,,,,,,,
2024-09-10,2,,2337.704794,,,6.7416,,,,,,,,
2024-09-10,3,,2334.852306,,,7.37,,,,,,,,
2024-09-11,1,,2311.128032,,,6.9671,,,,,,,,
2024-09-11,2,,2319.193151,,,7.4658,,,,,,,,
2024-09-11,3,,2336.500353,,,7.124,,,,,,,,
2024-09-12,1,,2313.831052,,,7.4698,,,,,,,,
2024-09-12,2,,2349.252942,,,5.2196,,,,,,,,
2024-09-12,3,,2336.749038,,,6.952,,,,,,,,
2024-09-13,1,,2310.469351,,,7.507,,,,,,,,
2024-09-13,2,,2851.754964,,,1.0555,,,,,,,,
2024-09-13,3,,2336.065339,,,7.094,,,,,,,,
2024-09-14,1,,2329.097659,,,6.272344,,,,,,,,
2024-09-14,2,,2364.667361,,,3.94475,,,,,,,,
2024-09-14,3,,2342.195861,,,6.584,,,,,,,,
2024-09-15,1,,2315.582015,,,7.201235,,,,,,,,
2024-09-15,2,,2350.123511,,,5.59375,,,,,,,,
2024-09-15,3,,2346.566275,,,6.358,,,,,,,,
2024-09-16,1,,2312.290909,,,7.673109,,,,,,,,
2024-09-16,2,,2322.448605,,,8.103563,,,,,,,,
2024-09-16,3,,2334.410156,,,7.292,,,,,,,,
2024-09-17,1,,2307.755479,,,8.2525,,,,,,,,
2024-09-17,2,,2320.525262,,,8.3614,,,,,,,,
2024-09-17,3,,2332.313689,,,7.494,,,,,,,,
2024-09-18,1,,2303.81056,,,8.4479,,,,,,,,
2024-09-18,2,,2316.601926,,,8.463,,,,,,,,
2024-09-18,3,,2325.478678,,,7.704,,,,,,,,
2024-09-19,1,,2303.774575,,,8.4278,,,,,,,,
2024-09-19,2,,2331.898976,,,7.3577,,,,,,,,
2024-09-19,3,,2324.298893,,,7.868,,,,,,,,
2024-09-20,1,,2301.023594,,,8.4006,,,,,,,,
2024-09-20,2,,2315.535052,,,8.4276,,,,,,,,
2024-09-20,3,,2321.250354,,,7.936,,,,,,,,
2024-09-21,1,,2303.261785,,,8.4696,,,,,,,,
2024-09-21,2,,2316.513841,,,8.4113,,,,,,,,
2024-09-21,3,,2325.11144,,,7.822,,,,,,,,
2024-09-22,1,,2313.03333,,,4.6997,,,,,,,,
2024-09-22,2,,2319.335402,,,8.2843,,,,,,,,
2024-09-22,3,,2322.946735,,,7.83,,,,,,,,
2024-09-23,1,,2304.474984,,,8.4746,,,,,,,,
2024-09-23,2,,2317.580593,,,8.4674,,,,,,,,
2024-09-23,3,,2321.652622,,,8.264,,,,,,,,
2024-09-24,1,,2303.631742,,,8.45,,,,,,,,
2024-09-24,2,,2319.003688,,,8.407,,,,,,,,
2024-09-24,3,,2323.042606,,,7.986,,,,,,,,
2024-09-25,1,,2303.000761,,,8.461531,,,,,,,,
2024-09-25,2,,2316.399281,,,8.4365,,,,,,,,
2024-09-25,3,,2325.797606,,,7.9,,,,,,,,
2024-09-26,1,,2309.463833,,,8.1104,,,,,,,,
2024-09-26,2,,2320.294823,,,8.2022,,,,,,,,
2024-09-26,3,,2329.756559,,,7.594,,,,,,,,
2024-09-27,1,,2313.869083,,,7.8086,,,,,,,,
2024-09-27,2,,2324.549722,,,7.9349,,,,,,,,
2024-09-27,3,,2330.601,,,7.416,,,,,,,,
2024-09-28,1,,2307.483277,,,7.981593,,,,,,,,
2024-09-28,2,,2323.985149,,,7.996438,,,,,,,,
2024-09-28,3,,2332.475551,,,7.554,,,,,,,,
2024-09-29,1,,2310.246974,,,7.404,,,,,,,,
2024-09-29,2,,2326.872549,,,7.5158,,,,,,,,
2024-09-29,3,,2337.249542,,,7.27,,,,,,,,
2024-09-30,1,,2303.796571,,,8.4312,,,,,,,,
2024-09-30,2,,2319.371099,,,8.4508,,,,,,,,
2024-09-30,3,,2337.050488,,,3.968,,,,,,,,
2024-10-01,1,,2303.014636,,,8.481969,,,,,,,,
2024-10-01,2,,2304.253276,,,8.431188,,,,,,,,
2024-10-01,3,,0.0,,,0.0,,,,,,,,
2024-10-02,1,,2305.121989,,,8.2833,,,,,,,,
2024-10-02,2,,2316.34293,,,8.401,,,,,,,,
2024-10-02,3,,2334.942603,,,5.718,,,,,,,,
2024-10-03,1,,2304.026098,,,8.416062,,,,,,,,
2024-10-03,2,,2314.310139,,,8.43225,,,,,,,,
2024-10-03,3,,2332.449692,,,7.544,,,,,,,,
2024-10-04,1,,2302.14159,,,8.409,,,,,,,,
2024-10-04,2,,2314.98092,,,8.403,,,,,,,,
2024-10-04,3,,2334.651821,,,7.48,,,,,,,,
2024-10-05,1,,2303.328192,,,8.4309,,,,,,,,
2024-10-05,2,,2313.56151,,,8.4388,,,,,,,,
2024-10-05,3,,2329.86765,,,7.69,,,,,,,,
2024-10-06,1,,2310.05074,,,7.5093,,,,,,,,
2024-10-06,2,,2319.205942,,,7.9343,,,,,,,,
2024-10-06,3,,2328.220221,,,7.612,,,,,,,,
2024-10-07,1,,2303.745874,,,8.4443,,,,,,,,
2024-10-07,2,,2311.539811,,,8.4023,,,,,,,,
2024-10-07,3,,2329.297019,,,7.518,,,,,,,,
2024-10-08,1,,2302.94974,,,8.4358,,,,,,,,
2024-10-08,2,,2312.77441,,,8.4388,,,,,,,,
2024-10-08,3,,2321.71939,,,7.848,,,,,,,,
2024-10-09,1,,2306.913521,,,8.3698,,,,,,,,
2024-10-09,2,,2323.128924,,,4.5603,,,,,,,,
2024-10-09,3,,2327.591829,,,7.71,,,,,,,,
2024-10-10,1,,2302.853701,,,8.435281,,,,,,,,
2024-10-10,2,,0.0,,,0.0,,,,,,,,
2024-10-10,3,,2327.506337,,,7.604,,,,,,,,
2024-10-11,1,,2302.67663,,,8.413344,,,,,,,,
2024-10-11,2,,0.0,,,0.0,,,,,,,,
2024-10-11,3,,2334.626485,,,7.358,,,,,,,,
2024-10-12,1,,2303.829287,,,8.401,,,,,,,,
2024-10-12,2,,0.0,,,0.0,,,,,,,,
2024-10-12,3,,2337.407952,,,6.582,,,,,,,,
2024-10-13,1,,2303.807892,,,8.3714,,,,,,,,
2024-10-13,2,,0.0,,,0.0,,,,,,,,
2024-10-13,3,,2346.755765,,,4.05,,,,,,,,
2024-10-14,1,,2305.411439,,,8.3251,,,,,,,,
2024-10-14,2,,2335.072852,,,3.4504,,,,,,,,
2024-10-14,3,,0.0,,,0.0,,,,,,,,
2024-10-15,1,,2304.476517,,,8.475156,,,,,,,,
2024-10-15,2,,2313.816577,,,8.4465,,,,,,,,
2024-10-15,3,,0.0,,,0.0,,,,,,,,
2024-10-16,1,,2301.237696,,,8.445125,,,,,,,,
2024-10-16,2,,2312.082544,,,8.427687,,,,,,,,
2024-10-16,3,,0.0,,,0.0,,,,,,,,
2024-10-17,1,,2300.432407,,,8.4394,,,,,,,,
2024-10-17,2,,2309.105218,,,8.4504,,,,,,,,
2024-10-17,3,,0.0,,,0.0,,,,,,,,
2024-10-18,1,,2301.810805,,,8.4232,,,,,,,,
2024-10-18,2,,2308.641958,,,8.4276,,,,,,,,
2024-10-18,3,,0.0,,,0.0,,,,,,,,
2024-10-19,1,,2299.584988,,,8.4351,,,,,,,,
2024-10-19,2,,2308.463002,,,8.4481,,,,,,,,
2024-10-19,3,,0.0,,,0.0,,,,,,,,
2024-10-20,1,,2303.99417,,,8.2229,,,,,,,,
2024-10-20,2,,2311.375268,,,8.2173,,,,,,,,
2024-10-20,3,,0.0,,,0.0,,,,,,,,
2024-10-21,1,,2300.158037,,,8.471,,,,,,,,
2024-10-21,2,,2312.237307,,,8.401,,,,,,,,
2024-10-21,3,,0.0,,,0.0,,,,,,,,
2024-10-22,1,,2303.838162,,,8.334188,,,,,,,,
2024-10-22,2,,2311.710379,,,8.321437,,,,,,,,
2024-10-22,3,,0.0,,,0.0,,,,,,,,
2024-10-23,1,,2304.857374,,,8.139687,,,,,,,,
2024-10-23,2,,2311.519987,,,8.185,,,,,,,,
2024-10-23,3,,0.0,,,0.0,,,,,,,,
2024-10-24,1,,2303.234648,,,8.3188,,,,,,,,
2024-10-24,2,,2311.385878,,,8.1043,,,,,,,,
2024-10-24,3,,0.0,,,0.0,,,,,,,,
2024-10-25,1,,2304.71372,,,8.0016,,,,,,,,
2024-10-25,2,,2310.072227,,,8.2509,,,,,,,,
2024-10-25,3,,0.0,,,0.0,,,,,,,,
2024-10-26,1,,2303.324399,,,8.1403,,,,,,,,
2024-10-26,2,,2313.52978,,,8.0984,,,,,,,,
2024-10-26,3,,0.0,,,0.0,,,,,,,,
2024-10-27,1,,2302.797074,,,8.1117,,,,,,,,
2024-10-27,2,,2313.487502,,,8.0314,,,,,,,,
2024-10-27,3,,0.0,,,0.0,,,,,,,,
2024-10-28,1,,2301.078844,,,8.4648,,,,,,,,
2024-10-28,2,,2310.869617,,,8.4035,,,,,,,,
2024-10-28,3,,0.0,,,0.0,,,,,,,,
2024-10-29,1,,2300.581103,,,8.4485,,,,,,,,
2024-10-29,2,,2311.416167,,,8.4545,,,,,,,,
2024-10-29,3,,0.0,,,0.0,,,,,,,,
2024-10-30,1,,2301.869546,,,8.4571,,,,,,,,
2024-10-30,2,,2320.53916,,,3.0511,,,,,,,,
2024-10-30,3,,0.0,,,0.0,,,,,,,,
2024-10-31,1,,2308.471493,,,7.658312,,,,,,,,
2024-10-31,2,,0.0,,,0.0,,,,,,,,
2024-10-31,3,,0.0,,,0.0,,,,,,,,
2024-11-01,1,,2318.358717,,,6.968562,,,,,,,,
2024-11-01,2,,0.0,,,0.0,,,,,,,,
2024-11-01,3,,0.0,,,0.0,,,,,,,,
2024-11-02,1,,2314.323753,,,7.2079,,,,,,,,
2024-11-02,2,,0.0,,,0.0,,,,,,,,
2024-11-02,3,,0.0,,,0.0,,,,,,,,
2024-11-03,1,,2314.457129,,,7.3492,,,,,,,,
2024-11-03,2,,0.0,,,0.0,,,,,,,,
2024-11-03,3,,0.0,,,0.0,,,,,,,,
2024-11-04,1,,2300.823083,,,8.4917,,,,,,,,
2024-11-04,2,,0.0,,,0.0,,,,,,,,
2024-11-04,3,,0.0,,,0.0,,,,,,,,
2024-11-05,1,,2311.003624,,,7.4338,,,,,,,,
2024-11-05,2,,2329.172552,,,6.3648,,,,,,,,
2024-11-05,3,,0.0,,,0.0,,,,,,,,
2024-11-06,1,,2303.928851,,,8.253,,,,,,,,
2024-11-06,2,,2316.981136,,,8.2264,,,,,,,,
2024-11-06,3,,0.0,,,0.0,,,,,,,,
2024-11-07,1,,2304.132198,,,8.0388,,,,,,,,
2024-11-07,2,,2313.947259,,,8.2506,,,,,,,,
2024-11-07,3,,0.0,,,0.0,,,,,,,,
2024-11-08,1,,2302.629554,,,8.132624,,,,,,,,
2024-11-08,2,,2317.996185,,,8.145812,,,,,,,,
2024-11-08,3,,2351.046004,,,5.362,,,,,,,,
2024-11-09,1,,2307.121746,,,7.972,,,,,,,,
2024-11-09,2,,2315.158698,,,8.409,,,,,,,,
2024-11-09,3,,2337.162428,,,7.068,,,,,,,,
2024-11-10,1,,2305.062323,,,7.974063,,,,,,,,
2024-11-10,2,,2316.866085,,,8.2165,,,,,,,,
2024-11-10,3,,2332.054957,,,7.04,,,,,,,,
2024-11-11,1,,2304.802166,,,8.201438,,,,,,,,
2024-11-11,2,,2306.452362,,,8.337562,,,,,,,,
2024-11-11,3,,2327.440881,,,7.314,,,,,,,,
2024-11-12,1,,2300.61973,,,8.4104,,,,,,,,
2024-11-12,2,,2304.415819,,,8.436,,,,,,,,
2024-11-12,3,,2324.863531,,,7.42,,,,,,,,
2024-11-13,1,,2301.704458,,,8.0458,,,,,,,,
2024-11-13,2,,2302.095797,,,8.2993,,,,,,,,
2024-11-13,3,,2321.701096,,,7.44,,,,,,,,
2024-11-14,1,,2306.56413,,,7.709,,,,,,,,
2024-11-14,2,,2303.943119,,,8.1398,,,,,,,,
2024-11-14,3,,2321.546245,,,7.334,,,,,,,,
2024-11-15,1,,2298.49266,,,8.2442,,,,,,,,
2024-11-15,2,,2299.659959,,,8.3843,,,,,,,,
2024-11-15,3,,2329.481113,,,6.876,,,,,,,,
2024-11-16,1,,2301.751708,,,8.1834,,,,,,,,
2024-11-16,2,,2302.971732,,,8.2054,,,,,,,,
2024-11-16,3,,2326.076965,,,7.02,,,,,,,,
2024-11-17,1,,2304.20144,,,7.6453,,,,,,,,
2024-11-17,2,,2305.376017,,,7.8343,,,,,,,,
2024-11-17,3,,2332.697229,,,6.494,,,,,,,,
2024-11-18,1,,2305.504746,,,7.4986,,,,,,,,
2024-11-18,2,,2306.485704,,,7.9666,,,,,,,,
2024-11-18,3,,2333.723626,,,7.03,,,,,,,,
2024-11-19,1,,2308.897437,,,7.506376,,,,,,,,
2024-11-19,2,,2306.397561,,,7.955125,,,,,,,,
2024-11-19,3,,2331.609906,,,7.292,,,,,,,,
2024-11-20,1,,2304.928487,,,7.910374,,,,,,,,
2024-11-20,2,,2306.944034,,,8.247625,,,,,,,,
2024-11-20,3,,2332.31764,,,7.032,,,,,,,,
2024-11-21,1,,2308.624336,,,7.7195,,,,,,,,
2024-11-21,2,,2306.713553,,,7.9544,,,,,,,,
2024-11-21,3,,2326.48866,,,7.246,,,,,,,,
2024-11-22,1,,2302.387362,,,8.1319,,,,,,,,
2024-11-22,2,,2301.617966,,,8.3318,,,,,,,,
2024-11-22,3,,2323.898248,,,7.346,,,,,,,,
2024-11-23,1,,2305.549579,,,7.7366,,,,,,,,
2024-11-23,2,,2303.059786,,,8.2283,,,,,,,,
2024-11-23,3,,2325.675871,,,7.218,,,,,,,,
2024-11-24,1,,2308.868902,,,7.445,,,,,,,,
2024-11-24,2,,2310.527144,,,7.676,,,,,,,,
2024-11-24,3,,2326.996962,,,7.15,,,,,,,,
2024-11-25,1,,2307.125905,,,7.8071,,,,,,,,
2024-11-25,2,,2307.322106,,,7.8243,,,,,,,,
2024-11-25,3,,2327.821958,,,7.298,,,,,,,,
2024-11-26,1,,2300.171618,,,8.401,,,,,,,,
2024-11-26,2,,2303.077831,,,8.101,,,,,,,,
2024-11-26,3,,2323.518897,,,7.618,,,,,,,,
2024-11-27,1,,2302.293368,,,8.2786,,,,,,,,
2024-11-27,2,,2306.402489,,,8.0461,,,,,,,,
2024-11-27,3,,2321.693333,,,7.544,,,,,,,,
2024-11-28,1,,2306.512957,,,7.966625,,,,,,,,
2024-11-28,2,,2302.093613,,,8.20325,,,,,,,,
2024-11-28,3,,2319.48251,,,7.512,,,,,,,,
2024-11-29,1,,2300.468537,,,8.153374,,,,,,,,
2024-11-29,2,,2306.037749,,,7.95575,,,,,,,,
2024-11-29,3,,2318.876823,,,7.574,,,,,,,,
2024-11-30,1,,2306.558625,,,7.7685,,,,,,,,
2024-11-30,2,,2307.265413,,,7.962,,,,,,,,
2024-11-30,3,,2310.265438,,,7.628,,,,,,,,
2024-12-01,1,,2305.537621,,,7.6378,,,,,,,,
2024-12-01,2,,2308.411613,,,7.696,,,,,,,,
2024-12-01,3,,2305.662413,,,7.59,,,,,,,,
2024-12-02,1,,2305.201708,,,7.7618,,,,,,,,
2024-12-02,2,,2311.657767,,,7.5003,,,,,,,,
2024-12-02,3,,2305.105945,,,7.494,,,,,,,,
2024-12-03,1,,2305.670567,,,7.8575,,,,,,,,
2024-12-03,2,,2311.51728,,,7.5838,,,,,,,,
2024-12-03,3,,2300.692403,,,7.914,,,,,,,,
2024-12-04,1,,2303.959411,,,7.8409,,,,,,,,
2024-12-04,2,,2307.988072,,,7.7161,,,,,,,,
2024-12-04,3,,2300.663804,,,7.922,,,,,,,,
2024-12-05,1,,2307.700694,,,7.699,,,,,,,,
2024-12-05,2,,2301.900313,,,8.1314,,,,,,,,
2024-12-05,3,,2298.670809,,,8.1,,,,,,,,
2024-12-06,1,,2299.956678,,,8.272,,,,,,,,
2024-12-06,2,,2299.380842,,,8.41,,,,,,,,
2024-12-06,3,,2299.018409,,,8.092,,,,,,,,
2024-12-07,1,,2295.401356,,,8.4,,,,,,,,
2024-12-07,2,,2302.383213,,,8.27475,,,,,,,,
2024-12-07,3,,2304.506777,,,7.898,,,,,,,,
2024-12-08,1,,2299.388012,,,8.244562,,,,,,,,
2024-12-08,2,,2304.506573,,,8.208375,,,,,,,,
2024-12-08,3,,2306.385165,,,7.676,,,,,,,,
2024-12-09,1,,2307.772216,,,7.661376,,,,,,,,
2024-12-09,2,,2306.31014,,,7.951375,,,,,,,,
2024-12-09,3,,2306.957643,,,7.79,,,,,,,,
2024-12-10,1,,2307.600866,,,7.7544,,,,,,,,
2024-12-10,2,,2305.129974,,,7.9895,,,,,,,,
2024-12-10,3,,2307.914803,,,7.604,,,,,,,,
2024-12-11,1,,2308.058551,,,7.5801,,,,,,,,
2024-12-11,2,,2307.975342,,,7.8813,,,,,,,,
2024-12-11,3,,2302.591613,,,7.912,,,,,,,,
2024-12-12,1,,2308.06908,,,7.5765,,,,,,,,
2024-12-12,2,,2305.982783,,,7.9253,,,,,,,,
2024-12-12,3,,2306.386575,,,7.79,,,,,,,,
2024-12-13,1,,2305.354181,,,7.7322,,,,,,,,
2024-12-13,2,,2307.576079,,,7.9053,,,,,,,,
2024-12-13,3,,2303.632368,,,7.93,,,,,,,,
2024-12-14,1,,2306.209036,,,7.7866,,,,,,,,
2024-12-14,2,,2309.560247,,,7.7748,,,,,,,,
2024-12-14,3,,2303.649465,,,7.924,,,,,,,,
2024-12-15,1,,2310.133006,,,7.4336,,,,,,,,
2024-12-15,2,,2314.394092,,,7.4326,,,,,,,,
2024-12-15,3,,2308.593335,,,7.714,,,,,,,,
2024-12-16,1,,2306.79935,,,7.9561,,,,,,,,
2024-12-16,2,,2309.68477,,,7.7284,,,,,,,,
2024-12-16,3,,2305.650308,,,7.706,,,,,,,,
2024-12-17,1,,2303.797999,,,8.152063,,,,,,,,
2024-12-17,2,,2301.22585,,,8.259,,,,,,,,
2024-12-17,3,,2303.886996,,,7.9,,,,,,,,
2024-12-18,1,,2306.752683,,,7.803438,,,,,,,,
2024-12-18,2,,2304.342765,,,8.20225,,,,,,,,
2024-12-18,3,,2305.274408,,,8.032,,,,,,,,
2024-12-19,1,,2307.851692,,,7.872063,,,,,,,,
2024-12-19,2,,2304.837983,,,8.11075,,,,,,,,
2024-12-19,3,,2305.660073,,,8.022,,,,,,,,
2024-12-20,1,,2305.107971,,,7.923937,,,,,,,,
2024-12-20,2,,2304.281463,,,8.163625,,,,,,,,
2024-12-20,3,,2304.487855,,,7.958,,,,,,,,
2024-12-21,1,,2297.492012,,,8.3723,,,,,,,,
2024-12-21,2,,2299.74563,,,8.4263,,,,,,,,
2024-12-21,3,,2310.130084,,,7.382,,,,,,,,
2024-12-22,1,,2295.669402,,,8.4766,,,,,,,,
2024-12-22,2,,2300.444724,,,8.355,,,,,,,,
2024-12-22,3,,2307.12214,,,8.036,,,,,,,,
2024-12-23,1,,2303.895141,,,7.8461,,,,,,,,
2024-12-23,2,,2305.76825,,,7.833,,,,,,,,
2024-12-23,3,,2306.891039,,,7.986,,,,,,,,
2024-12-24,1,,2302.177606,,,7.916688,,,,,,,,
2024-12-24,2,,2305.318099,,,8.145125,,,,,,,,
2024-12-24,3,,2307.185673,,,8.022,,,,,,,,
2024-12-25,1,,2300.627889,,,8.058875,,,,,,,,
2024-12-25,2,,2306.240687,,,8.188125,,,,,,,,
2024-12-25,3,,2306.064473,,,7.756,,,,,,,,
2024-12-26,1,,2308.683691,,,7.80425,,,,,,,,
2024-12-26,2,,2308.171646,,,8.19675,,,,,,,,
2024-12-26,3,,2304.174441,,,7.942,,,,,,,,
2024-12-27,1,,2313.383023,,,7.436375,,,,,,,,
2024-12-27,2,,2309.622832,,,7.904625,,,,,,,,
2024-12-27,3,,2305.809264,,,7.896,,,,,,,,
2024-12-28,1,,2309.20479,,,7.756875,,,,,,,,
2024-12-28,2,,2309.382771,,,7.8265,,,,,,,,
2024-12-28,3,,2309.503419,,,7.478,,,,,,,,
2024-12-29,1,,2309.219487,,,7.506125,,,,,,,,
2024-12-29,2,,2308.120504,,,7.953,,,,,,,,
2024-12-29,3,,2307.400009,,,7.686,,,,,,,,
2024-12-30,1,,2298.938747,,,8.393,,,,,,,,
2024-12-30,2,,2302.063429,,,8.388,,,,,,,,
2024-12-30,3,,2305.48353,,,7.972,,,,,,,,
2024-12-31,1,,2298.389656,,,8.404,,,,,,,,
2024-12-31,2,,2300.579831,,,8.409,,,,,,,,
2024-12-31,3,,2307.915579,,,7.646,,,,,,,,
2025-01-01,1,,2303.039573,,,8.1716,,,,,,,,
2025-01-01,2,,2301.658847,,,8.2756,,,,,,,,
2025-01-01,3,,2318.577887,,,7.12,,,,,,,,
2025-01-02,1,,2302.795537,,,8.0739,,,,,,,,
2025-01-02,2,,2306.620498,,,7.9701,,,,,,,,
2025-01-02,3,,2315.133902,,,7.644,,,,,,,,
2025-01-03,1,,2298.634701,,,8.423,,,,,,,,
2025-01-03,2,,2302.267401,,,8.401,,,,,,,,
2025-01-03,3,,2312.072525,,,7.752,,,,,,,,
2025-01-04,1,,2299.203486,,,8.410625,,,,,,,,
2025-01-04,2,,2300.734051,,,8.403375,,,,,,,,
2025-01-04,3,,2305.777476,,,8.084,,,,,,,,
2025-01-05,1,,2305.736145,,,7.962875,,,,,,,,
2025-01-05,2,,2302.721098,,,8.293625,,,,,,,,
2025-01-05,3,,2312.146549,,,7.688,,,,,,,,
2025-01-06,1,,2306.663976,,,7.877125,,,,,,,,
2025-01-06,2,,2304.276717,,,8.189375,,,,,,,,
2025-01-06,3,,2306.227172,,,7.944,,,,,,,,
2025-01-07,1,,2298.9924,,,8.401,,,,,,,,
2025-01-07,2,,2299.786428,,,8.4079,,,,,,,,
2025-01-07,3,,2302.902982,,,8.072,,,,,,,,
2025-01-08,1,,2300.094606,,,8.2846,,,,,,,,
2025-01-08,2,,2302.170856,,,8.2725,,,,,,,,
2025-01-08,3,,2304.595709,,,8.184,,,,,,,,
2025-01-09,1,,2299.414676,,,8.4014,,,,,,,,
2025-01-09,2,,2300.143246,,,8.4041,,,,,,,,
2025-01-09,3,,2302.632914,,,8.172,,,,,,,,
2025-01-10,1,,2299.327776,,,8.412,,,,,,,,
2025-01-10,2,,2301.422335,,,8.4198,,,,,,,,
2025-01-10,3,,2302.61337,,,8.198,,,,,,,,
2025-01-11,1,,2300.864773,,,8.2358,,,,,,,,
2025-01-11,2,,2301.577465,,,8.3349,,,,,,,,
2025-01-11,3,,2303.88028,,,8.196,,,,,,,,
2025-01-12,1,,2312.60273,,,7.2274,,,,,,,,
2025-01-12,2,,2303.772761,,,8.1264,,,,,,,,
2025-01-12,3,,2305.379682,,,8.18,,,,,,,,
2025-01-13,1,,2304.755415,,,8.1376,,,,,,,,
2025-01-13,2,,2308.418787,,,7.8156,,,,,,,,
2025-01-13,3,,2310.228718,,,7.592,,,,,,,,
2025-01-14,1,,2305.011025,,,7.774125,,,,,,,,
2025-01-14,2,,2303.035403,,,8.111,,,,,,,,
2025-01-14,3,,2308.898957,,,7.742,,,,,,,,
2025-01-15,1,,2305.863746,,,7.841375,,,,,,,,
2025-01-15,2,,2307.190052,,,7.761375,,,,,,,,
2025-01-15,3,,2306.339514,,,7.952,,,,,,,,
2025-01-16,1,,2304.255846,,,7.8095,,,,,,,,
2025-01-16,2,,2306.152621,,,7.8715,,,,,,,,
2025-01-16,3,,2306.499662,,,7.912,,,,,,,,
2025-01-17,1,,2303.929071,,,8.0259,,,,,,,,
2025-01-17,2,,2305.099337,,,8.0696,,,,,,,,
2025-01-17,3,,2304.329243,,,8.094,,,,,,,,
2025-01-18,1,,2305.529071,,,8.0339,,,,,,,,
2025-01-18,2,,2305.575572,,,8.0378,,,,,,,,
2025-01-18,3,,2305.242895,,,8.204,,,,,,,,
2025-01-19,1,,2309.357047,,,7.6035,,,,,,,,
2025-01-19,2,,2307.937971,,,7.7535,,,,,,,,
2025-01-19,3,,2299.6642,,,8.402,,,,,,,,
2025-01-20,1,,2307.910299,,,7.7015,,,,,,,,
2025-01-20,2,,2307.963515,,,7.7644,,,,,,,,
2025-01-20,3,,2299.337648,,,8.368,,,,,,,,
2025-01-21,1,,2305.261216,,,7.8918,,,,,,,,
2025-01-21,2,,2304.989759,,,7.9986,,,,,,,,
2025-01-21,3,,2305.493429,,,8.184,,,,,,,,
2025-01-22,1,,2304.514285,,,8.0434,,,,,,,,
2025-01-22,2,,2304.677489,,,7.981,,,,,,,,
2025-01-22,3,,2304.184662,,,8.086,,,,,,,,
2025-01-23,1,,2298.539793,,,8.403,,,,,,,,
2025-01-23,2,,2299.874172,,,8.401,,,,,,,,
2025-01-23,3,,2306.061625,,,7.894,,,,,,,,
2025-01-24,1,,2308.235741,,,7.793,,,,,,,,
2025-01-24,2,,2307.295215,,,7.843,,,,,,,,
2025-01-24,3,,2304.519065,,,7.884,,,,,,,,
2025-01-25,1,,2307.848143,,,7.7121,,,,,,,,
2025-01-25,2,,2305.792476,,,8.1101,,,,,,,,
2025-01-25,3,,2316.942061,,,8.086,,,,,,,,
2025-01-26,1,,2303.817074,,,8.0218,,,,,,,,
2025-01-26,2,,2307.632959,,,8.001,,,,,,,,
2025-01-26,3,,2321.411704,,,7.846,,,,,,,,
2025-01-27,1,,2301.118997,,,8.2991,,,,,,,,
2025-01-27,2,,2307.188984,,,7.9495,,,,,,,,
2025-01-27,3,,2317.788487,,,8.14,,,,,,,,
2025-01-28,1,,2300.679826,,,8.2293,,,,,,,,
2025-01-28,2,,2302.074489,,,8.2619,,,,,,,,
2025-01-28,3,,2317.480558,,,8.16,,,,,,,,
2025-01-29,1,,2305.193215,,,7.8216,,,,,,,,
2025-01-29,2,,2307.384265,,,7.83,,,,,,,,
2025-01-29,3,,2316.701757,,,8.18,,,,,,,,
2025-01-30,1,,2301.42976,,,8.171,,,,,,,,
2025-01-30,2,,2298.596148,,,8.425375,,,,,,,,
2025-01-30,3,,2318.425846,,,8.23,,,,,,,,
2025-01-31,1,,2298.619754,,,8.401,,,,,,,,
2025-01-31,2,,2300.042639,,,8.444,,,,,,,,
2025-01-31,3,,2319.288643,,,8.274,,,,,,,,
2025-02-01,1,,2299.063803,,,8.407,,,,,,,,
2025-02-01,2,,2300.396042,,,8.415,,,,,,,,
